Time,GPS Latitude,GPS Longitude,Temperature
11:53:04,34.1410866,-118.1500931,30.10
11:53:05,34.1410866,-118.1500931,30.10
11:53:06,34.1410866,-118.1500931,30.10
11:53:07,34.1410866,-118.1500931,30.10
11:53:08,34.1410866,-118.1500931,30.10
11:53:09,34.1410828,-118.1500854,30.10
11:53:10,34.1410789,-118.1500854,30.10
11:53:11,34.1410789,-118.1500854,30.10
11:53:12,34.1410789,-118.1500854,30.10
11:53:13,34.1410789,-118.1500854,30.00
11:53:14,34.1410789,-118.1500854,30.00
11:53:15,34.1410789,-118.1500854,30.00
11:53:16,34.1410751,-118.1500854,30.00
11:53:17,34.1410789,-118.1500854,30.00
11:53:18,34.1410789,-118.1500854,30.00
11:53:19,34.1410751,-118.1500854,30.00
11:53:20,34.1410751,-118.1500854,29.90
11:53:21,34.1410751,-118.1500854,30.00
11:53:22,34.1410751,-118.1500854,29.90
11:53:23,34.1410713,-118.1500854,29.90
11:53:24,34.1410713,-118.1500854,29.90
11:53:25,34.1410675,-118.1500778,29.90
11:53:26,34.1410675,-118.1500778,29.90
11:53:27,34.1410675,-118.1500778,29.90
11:53:28,34.1410675,-118.1500778,29.90
11:53:29,34.1410675,-118.1500778,29.90
11:53:30,34.1410675,-118.1500778,29.90
11:53:31,34.1410675,-118.1500778,29.90
11:53:32,34.1410675,-118.1500778,29.90
11:53:33,34.1410675,-118.1500778,29.90
11:53:34,34.1410675,-118.1500778,29.90
11:53:35,34.1410675,-118.1500778,29.90
11:53:36,34.1410675,-118.1500778,29.90
11:53:37,34.1410675,-118.1500778,29.90
11:53:38,34.1410675,-118.1500778,29.90
11:53:39,34.1410675,-118.1500778,29.90
11:53:40,34.1410675,-118.1500778,29.90
11:53:41,34.1410675,-118.1500778,29.90
11:53:42,34.1410675,-118.1500778,29.90
11:53:43,34.1410675,-118.1500778,29.90
11:53:44,34.1410675,-118.1500778,29.90
11:53:45,34.1410675,-118.1500778,29.90
11:53:46,34.1410675,-118.1500778,29.90
11:53:47,34.1410675,-118.1500778,29.90
11:53:48,34.1410675,-118.1500778,29.80
11:53:49,34.1410675,-118.1500778,29.80
11:53:50,34.1410675,-118.1500778,29.80
11:53:51,34.1410675,-118.1500778,29.80
11:53:52,34.1410675,-118.1500778,29.90
11:53:53,34.1410675,-118.1500778,29.80
11:53:54,34.1410675,-118.1500778,29.80
11:53:55,34.1410675,-118.1500778,29.80
11:53:56,34.1410637,-118.1500778,29.80
11:53:57,34.1410637,-118.1500778,29.80
11:53:58,34.1410637,-118.1500778,29.80
11:53:59,34.1410637,-118.1500778,29.80
11:54:00,34.1410637,-118.1500778,29.80
11:54:01,34.1410637,-118.1500778,29.80
11:54:02,34.1410637,-118.1500778,29.70
11:54:03,34.1410637,-118.1500778,29.70
11:54:04,34.1410637,-118.1500778,29.70
11:54:05,34.1410637,-118.1500778,29.70
11:54:06,34.1410637,-118.1500778,29.70
11:54:07,34.1410637,-118.1500778,29.70
11:54:08,34.1410637,-118.1500778,29.70
11:54:09,34.1410637,-118.1500778,29.70
11:54:10,34.1410637,-118.1500778,29.70
11:54:11,34.1410637,-118.1500778,29.70
11:54:12,34.1410637,-118.1500778,29.70
11:54:13,34.1410637,-118.1500778,29.70
11:54:14,34.1410637,-118.1500778,29.60
11:54:15,34.1410637,-118.1500778,29.60
11:54:16,34.1410637,-118.1500778,29.60
11:54:17,34.1410637,-118.1500778,29.70
11:54:18,34.1410637,-118.1500778,29.60
11:54:19,34.1410637,-118.1500778,29.60
11:54:20,34.1410637,-118.1500778,29.70
11:54:21,34.1410637,-118.1500778,29.70
11:54:22,34.1410637,-118.1500778,29.60
11:54:23,34.1410637,-118.1500778,29.60
11:54:24,34.1410637,-118.1500778,29.60
11:54:25,34.1410637,-118.1500778,29.60
11:54:26,34.1410637,-118.1500778,29.60
11:54:27,34.1410637,-118.1500778,29.60
11:54:28,34.1410637,-118.1500778,29.60
11:54:29,34.1410637,-118.1500778,29.50
11:54:30,34.1410637,-118.1500778,29.50
11:54:31,34.1410637,-118.1500778,29.50
11:54:32,34.1410637,-118.1500778,29.50
11:54:49,34.1410637,-118.1500778,29.40
11:54:50,34.1410637,-118.1500778,29.40
11:54:51,34.1410637,-118.1500778,29.40
11:54:52,34.1410637,-118.1500778,29.40
11:54:53,34.1410637,-118.1500778,29.40
11:54:54,34.1410637,-118.1500778,29.40
11:54:55,34.1410637,-118.1500778,29.40
11:54:56,34.1410637,-118.1500778,29.30
11:54:57,34.1410637,-118.1500778,29.30
11:54:58,34.1410637,-118.1500778,29.40
11:54:59,34.1410637,-118.1500778,29.30
11:55:00,34.1410637,-118.1500778,29.30
11:55:01,34.1410637,-118.1500778,29.30
11:55:02,34.1410637,-118.1500778,29.30
11:55:03,34.1410637,-118.1500778,29.30
11:55:04,34.1410637,-118.1500778,29.30
11:55:05,34.1410637,-118.1500778,29.30
11:55:06,34.1410637,-118.1500778,29.30
11:55:07,34.1410637,-118.1500778,29.40
11:55:08,34.1410637,-118.1500778,29.30
11:55:09,34.1410637,-118.1500778,29.30
11:55:10,34.1410637,-118.1500778,29.30
11:55:11,34.1410637,-118.1500778,29.30
11:55:12,34.1410637,-118.1500778,29.30
11:55:13,34.1410637,-118.1500778,29.30
11:55:14,34.1410637,-118.1500778,29.30
11:55:15,34.1410637,-118.1500778,29.30
11:55:16,34.1410637,-118.1500778,29.30
11:55:17,34.1410637,-118.1500778,29.30
11:55:18,34.1410637,-118.1500778,29.30
11:55:19,34.1410637,-118.1500778,29.30
11:55:20,34.1410637,-118.1500778,29.30
11:55:21,34.1410637,-118.1500778,29.30
11:55:22,34.1410637,-118.1500778,29.30
11:55:23,34.1410637,-118.1500778,29.30
11:55:24,34.1410637,-118.1500778,29.30
11:55:25,34.1410637,-118.1500778,29.30
11:55:26,34.1410637,-118.1500778,29.30
11:55:27,34.1410637,-118.1500778,29.30
11:55:28,34.1410637,-118.1500854,29.40
11:55:29,34.1410637,-118.1500854,29.40
11:55:30,34.1410637,-118.1500854,29.40
11:55:31,34.1410599,-118.1500854,29.40
11:55:32,34.1410599,-118.1500854,29.40
11:55:33,34.1410599,-118.1500931,29.40
11:55:34,34.1410599,-118.1501007,29.40
11:55:51,34.1410599,-118.1501312,29.40
11:55:52,34.1410599,-118.1501312,29.40
11:55:53,34.1410599,-118.1501312,29.40
11:55:54,34.1410599,-118.1501312,29.40
11:55:55,34.1410599,-118.1501312,29.40
11:55:56,34.1410599,-118.1501312,29.40
11:55:57,34.1410599,-118.1501312,29.40
11:55:58,34.1410599,-118.1501312,29.40
11:55:59,34.1410599,-118.1501312,29.40
11:56:00,34.1410599,-118.1501312,29.40
11:56:01,34.1410599,-118.1501312,29.40
11:56:02,34.1410599,-118.1501312,29.40
11:56:03,34.1410599,-118.1501312,29.40
11:56:04,34.1410599,-118.1501312,29.40
11:56:05,34.1410599,-118.1501312,29.40
11:56:06,34.1410599,-118.1501312,29.40
11:56:07,34.1410599,-118.1501312,29.40
11:56:08,34.1410599,-118.1501312,29.40
11:56:09,34.1410599,-118.1501312,29.40
11:56:10,34.1410599,-118.1501312,29.40
11:56:11,34.1410599,-118.1501312,29.50
11:56:12,34.1410599,-118.1501312,29.40
11:56:13,34.1410599,-118.1501312,29.50
11:56:14,34.1410599,-118.1501312,29.50
11:56:15,34.1410599,-118.1501312,29.50
11:56:16,34.1410599,-118.1501312,29.50
11:56:17,34.1410561,-118.1501312,29.50
11:56:18,34.1410561,-118.1501312,29.50
11:56:19,34.1410561,-118.1501389,29.50
11:56:20,34.1410561,-118.1501389,29.50
11:56:21,34.1410561,-118.1501389,29.40
11:56:22,34.1410561,-118.1501389,29.50
11:56:23,34.1410561,-118.1501389,29.50
11:56:24,34.1410561,-118.1501389,29.50
11:56:25,34.1410561,-118.1501465,29.50
11:56:42,34.1410599,-118.1501541,29.50
11:56:43,34.1410599,-118.1501541,29.50
11:56:44,34.1410599,-118.1501541,29.50
11:56:45,34.1410599,-118.1501617,29.50
11:56:46,34.1410599,-118.1501617,29.50
11:56:47,34.1410599,-118.1501617,29.50
11:56:48,34.1410599,-118.1501617,29.50
11:56:49,34.1410599,-118.1501617,29.50
11:56:50,34.1410599,-118.1501617,29.40
11:56:51,34.1410599,-118.1501617,29.40
11:56:52,34.1410599,-118.1501617,29.50
11:56:53,34.1410599,-118.1501617,29.40
11:56:54,34.1410599,-118.1501617,29.40
11:56:55,34.1410599,-118.1501617,29.40
11:56:56,34.1410599,-118.1501617,29.40
11:56:57,34.1410599,-118.1501617,29.40
11:56:58,34.1410599,-118.1501617,29.40
11:56:59,34.1410599,-118.1501617,29.40
11:57:00,34.1410599,-118.1501617,29.40
11:57:01,34.1410599,-118.1501617,29.40
11:57:02,34.1410599,-118.1501617,29.40
11:57:03,34.1410599,-118.1501617,29.40
11:57:04,34.1410599,-118.1501617,29.40
11:57:05,34.1410599,-118.1501617,29.40
11:57:06,34.1410599,-118.1501617,29.40
11:57:07,34.1410599,-118.1501617,29.40
11:57:08,34.1410599,-118.1501617,29.40
11:57:09,34.1410599,-118.1501617,29.40
11:57:10,34.1410599,-118.1501617,29.40
11:57:11,34.1410599,-118.1501617,29.40
11:57:12,34.1410599,-118.1501617,29.40
11:57:13,34.1410599,-118.1501617,29.40
11:57:14,34.1410599,-118.1501617,29.40
11:57:15,34.1410599,-118.1501617,29.40
11:57:16,34.1410599,-118.1501617,29.40
11:57:17,34.1410599,-118.1501617,29.40
11:57:34,34.1410522,-118.1501846,29.40
11:57:35,34.1410484,-118.1501846,29.40
11:57:36,34.1410484,-118.1501846,29.40
11:57:37,34.1410484,-118.1501846,29.40
11:57:38,34.1410484,-118.1501846,29.40
11:57:39,34.1410484,-118.1501846,29.40
11:57:40,34.1410484,-118.1501846,29.40
11:57:41,34.1410522,-118.1501770,29.40
11:57:42,34.1410522,-118.1501770,29.40
11:57:43,34.1410522,-118.1501770,29.40
11:57:44,34.1410484,-118.1501770,29.40
11:57:45,34.1410484,-118.1501770,29.40
11:57:46,34.1410484,-118.1501770,29.40
11:57:47,34.1410484,-118.1501770,29.40
11:57:48,34.1410484,-118.1501770,29.40
11:57:49,34.1410484,-118.1501770,29.40
11:57:50,34.1410484,-118.1501770,29.40
11:57:51,34.1410484,-118.1501770,29.40
11:57:52,34.1410484,-118.1501770,29.40
11:57:53,34.1410484,-118.1501770,29.40
11:57:54,34.1410484,-118.1501770,29.40
11:57:55,34.1410484,-118.1501770,29.40
11:57:56,34.1410484,-118.1501770,29.40
11:57:57,34.1410484,-118.1501770,29.40
11:57:58,34.1410484,-118.1501770,29.40
11:57:59,34.1410484,-118.1501770,29.40
11:58:00,34.1410484,-118.1501770,29.40
11:58:01,34.1410484,-118.1501770,29.40
11:58:02,34.1410484,-118.1501770,29.40
11:58:03,34.1410484,-118.1501770,29.30
11:58:04,34.1410484,-118.1501770,29.40
11:58:05,34.1410484,-118.1501770,29.40
11:58:06,34.1410484,-118.1501770,29.40
11:58:07,34.1410484,-118.1501770,29.40
11:58:08,34.1410484,-118.1501770,29.40
11:58:09,34.1410484,-118.1501770,29.40
11:58:10,34.1410484,-118.1501770,29.40
11:58:11,34.1410484,-118.1501770,29.40
11:58:12,34.1410484,-118.1501770,29.40
11:58:13,34.1410484,-118.1501770,29.40
11:58:14,34.1410484,-118.1501770,29.30
11:58:15,34.1410484,-118.1501770,29.30
11:58:16,34.1410484,-118.1501770,29.30
11:58:17,34.1410484,-118.1501770,29.40
11:58:18,34.1410484,-118.1501770,29.30
11:58:19,34.1410484,-118.1501770,29.30
12:01:36,34.1410599,-118.1501923,28.70
12:01:37,34.1410599,-118.1501923,28.70
12:01:38,34.1410599,-118.1501923,28.60
12:01:39,34.1410599,-118.1501923,28.70
12:01:40,34.1410599,-118.1501923,28.70
12:01:41,34.1410599,-118.1501923,28.60
12:01:42,34.1410599,-118.1501923,28.70
12:01:43,34.1410599,-118.1501923,28.60
12:01:44,34.1410599,-118.1501923,28.70
12:01:45,34.1410599,-118.1501923,28.60
12:01:46,34.1410599,-118.1501923,28.60
12:01:47,34.1410599,-118.1501923,28.60
12:01:48,34.1410599,-118.1501923,28.60
12:01:49,34.1410599,-118.1501923,28.60
12:01:50,34.1410599,-118.1501923,28.60
12:01:51,34.1410599,-118.1501923,28.60
12:01:52,34.1410599,-118.1501923,28.60
12:01:53,34.1410599,-118.1501923,28.60
12:01:54,34.1410599,-118.1501923,28.60
12:01:55,34.1410599,-118.1501923,28.60
12:01:56,34.1410599,-118.1501923,28.60
12:01:57,34.1410599,-118.1501923,28.60
12:01:58,34.1410599,-118.1501923,28.60
12:01:59,34.1410599,-118.1501923,28.60
12:02:00,34.1410599,-118.1501923,28.60
12:02:01,34.1410599,-118.1501923,28.60
12:02:02,34.1410599,-118.1501923,28.60
12:02:03,34.1410599,-118.1501923,28.60
12:02:04,34.1410599,-118.1501923,28.60
12:02:05,34.1410599,-118.1501923,28.60
12:02:06,34.1410599,-118.1501923,28.60
12:02:07,34.1410599,-118.1501923,28.60
12:02:08,34.1410599,-118.1501923,28.60
12:02:09,34.1410599,-118.1501923,28.60
12:02:10,34.1410599,-118.1501923,28.60
12:02:11,34.1410599,-118.1501923,28.60
12:02:12,34.1410599,-118.1501923,28.60
12:02:13,34.1410599,-118.1501923,28.60
12:02:14,34.1410599,-118.1501923,28.60
12:02:15,34.1410599,-118.1501923,28.60
12:02:16,34.1410599,-118.1501923,28.60
12:02:17,34.1410599,-118.1501923,28.60
12:02:18,34.1410599,-118.1501923,28.60
12:02:19,34.1410599,-118.1501923,28.60
12:02:20,34.1410599,-118.1501923,28.60
12:02:21,34.1410599,-118.1501923,28.60
12:02:22,34.1410599,-118.1501923,28.60
12:02:23,34.1410599,-118.1501923,28.60
12:02:24,34.1410599,-118.1501923,28.60
12:02:25,34.1410599,-118.1501923,28.60
12:02:26,34.1410599,-118.1501923,28.60
12:02:27,34.1410599,-118.1501923,28.60
12:02:28,34.1410599,-118.1501923,28.60
12:02:29,34.1410599,-118.1501923,28.60
12:02:30,34.1410599,-118.1501923,28.60
12:02:31,34.1410561,-118.1501923,28.60
12:02:32,34.1410561,-118.1501923,28.60
12:02:33,34.1410561,-118.1501923,28.60
12:02:34,34.1410561,-118.1501923,28.60
12:02:51,34.1410561,-118.1501923,28.60
12:02:52,34.1410561,-118.1501923,28.60
12:02:53,34.1410561,-118.1501923,28.60
12:02:54,34.1410561,-118.1501923,28.60
12:02:55,34.1410561,-118.1501923,28.60
12:02:56,34.1410561,-118.1501923,28.60
12:02:57,34.1410561,-118.1501923,28.60
12:02:58,34.1410561,-118.1501923,28.60
12:02:59,34.1410561,-118.1501923,28.60
12:03:00,34.1410561,-118.1501923,28.60
12:03:01,34.1410561,-118.1501923,28.60
12:03:02,34.1410561,-118.1501923,28.60
12:03:03,34.1410561,-118.1501923,28.70
12:03:04,34.1410561,-118.1501923,28.70
12:03:05,34.1410561,-118.1501923,28.70
12:03:06,34.1410561,-118.1501923,28.70
12:03:07,34.1410561,-118.1501923,28.70
12:03:08,34.1410561,-118.1501923,28.70
12:03:09,34.1410561,-118.1501923,28.70
12:03:10,34.1410561,-118.1501923,28.70
12:03:11,34.1410561,-118.1501923,28.70
12:03:12,34.1410561,-118.1501923,28.70
12:03:13,34.1410561,-118.1501923,28.70
12:03:14,34.1410561,-118.1501923,28.70
12:03:15,34.1410561,-118.1501923,28.70
12:03:16,34.1410561,-118.1501923,28.70
12:03:17,34.1410561,-118.1501923,28.70
12:03:18,34.1410561,-118.1501923,28.70
12:03:19,34.1410561,-118.1501923,28.70
12:03:20,34.1410561,-118.1501923,28.70
12:03:21,34.1410561,-118.1501923,28.70
12:03:22,34.1410561,-118.1501923,28.70
12:03:23,34.1410561,-118.1501923,28.70
12:03:24,34.1410561,-118.1501923,28.70
12:03:25,34.1410561,-118.1501923,28.70
12:03:26,34.1410561,-118.1501923,28.70
12:03:27,34.1410561,-118.1501923,28.80
12:03:28,34.1410561,-118.1501923,28.80
12:03:29,34.1410561,-118.1501923,28.80
12:03:30,34.1410561,-118.1501923,28.70
12:03:31,34.1410561,-118.1501923,28.70
12:03:32,34.1410522,-118.1501923,28.70
12:03:33,34.1410484,-118.1501923,28.70
12:03:34,34.1410484,-118.1501999,28.70
12:03:35,34.1410484,-118.1501999,28.70
12:03:36,34.1410484,-118.1501999,28.80
12:03:37,34.1410446,-118.1501999,28.80
12:03:38,34.1410408,-118.1501999,28.80
12:03:39,34.1410408,-118.1501999,28.70
12:03:40,34.1410370,-118.1502075,28.70
12:03:41,34.1410370,-118.1502075,28.70
12:03:42,34.1410370,-118.1502075,28.70
12:03:43,34.1410370,-118.1502075,28.70
12:03:44,34.1410370,-118.1502075,28.80
12:03:45,34.1410370,-118.1502075,28.80
12:03:46,34.1410370,-118.1502075,28.80
12:03:47,34.1410370,-118.1502075,28.80
12:03:48,34.1410370,-118.1502075,28.80
12:03:49,34.1410370,-118.1502075,28.80
12:03:50,34.1410370,-118.1502075,28.80
12:03:51,34.1410370,-118.1502075,28.80
12:03:52,34.1410370,-118.1502075,28.80
12:03:53,34.1410370,-118.1502075,28.80
12:03:54,34.1410370,-118.1502075,28.80
12:03:55,34.1410370,-118.1502075,28.80
12:03:56,34.1410370,-118.1502075,28.80
12:03:57,34.1410370,-118.1502075,28.80
12:03:58,34.1410370,-118.1502075,28.80
12:03:59,34.1410370,-118.1502075,28.80
12:04:00,34.1410370,-118.1502075,28.80
12:04:01,34.1410370,-118.1502075,28.80
12:04:02,34.1410370,-118.1502075,28.80
12:04:03,34.1410370,-118.1502075,28.80
12:04:04,34.1410370,-118.1502075,28.80
12:04:05,34.1410370,-118.1502075,28.80
12:04:06,34.1410370,-118.1502075,28.80
12:04:07,34.1410370,-118.1502075,28.80
12:04:08,34.1410370,-118.1502075,28.80
12:04:09,34.1410370,-118.1502075,28.80
12:04:10,34.1410370,-118.1502075,28.80
12:04:11,34.1410370,-118.1502075,28.80
12:04:12,34.1410370,-118.1502075,28.80
12:04:13,34.1410370,-118.1502075,28.80
12:04:14,34.1410370,-118.1502075,28.80
12:04:15,34.1410370,-118.1502075,28.80
12:04:16,34.1410370,-118.1502075,28.80
12:04:17,34.1410370,-118.1502075,28.80
12:04:18,34.1410370,-118.1502075,28.80
12:04:19,34.1410370,-118.1502075,28.80
12:04:20,34.1410370,-118.1502075,28.80
12:04:21,34.1410370,-118.1502075,28.80
12:04:22,34.1410370,-118.1502075,28.80
12:04:23,34.1410370,-118.1502075,28.80
12:04:24,34.1410370,-118.1502075,28.80
12:04:25,34.1410370,-118.1502075,28.80
12:04:26,34.1410370,-118.1502075,28.80
12:04:27,34.1410370,-118.1502075,28.80
12:04:28,34.1410370,-118.1502075,28.80
12:04:29,34.1410370,-118.1502075,28.80
12:04:30,34.1410370,-118.1502075,28.80
12:04:31,34.1410370,-118.1502075,28.80
12:04:32,34.1410370,-118.1502075,28.90
12:04:33,34.1410370,-118.1502075,28.90
12:04:34,34.1410370,-118.1502075,28.90
12:04:51,34.1410332,-118.1502075,28.90
12:04:52,34.1410332,-118.1502075,28.90
12:04:53,34.1410332,-118.1502075,28.90
12:04:54,34.1410332,-118.1502075,28.90
12:04:55,34.1410294,-118.1502075,28.90
12:04:56,34.1410294,-118.1502075,28.90
12:04:57,34.1410294,-118.1502075,28.90
12:04:58,34.1410294,-118.1502075,28.90
12:04:59,34.1410294,-118.1502075,28.90
12:05:00,34.1410294,-118.1502075,28.90
12:05:01,34.1410294,-118.1502075,28.90
12:05:02,34.1410294,-118.1502075,28.90
12:05:03,34.1410294,-118.1502075,28.90
12:05:04,34.1410294,-118.1502075,28.90
12:05:05,34.1410294,-118.1502075,28.90
12:05:06,34.1410294,-118.1502075,28.90
12:05:07,34.1410294,-118.1502075,28.90
12:05:08,34.1410294,-118.1502075,28.90
12:05:09,34.1410294,-118.1502075,28.90
12:05:10,34.1410294,-118.1502075,28.90
12:05:11,34.1410294,-118.1502075,28.90
12:05:12,34.1410294,-118.1502075,28.90
12:05:13,34.1410294,-118.1502075,28.90
12:05:14,34.1410294,-118.1502075,28.90
12:05:15,34.1410294,-118.1502151,28.90
12:05:16,34.1410294,-118.1502151,28.90
12:05:17,34.1410294,-118.1502151,28.90
12:05:18,34.1410294,-118.1502151,28.90
12:05:19,34.1410294,-118.1502075,28.90
12:05:20,34.1410294,-118.1502075,28.90
12:05:21,34.1410294,-118.1502075,28.90
12:05:22,34.1410294,-118.1502075,28.90
12:05:23,34.1410294,-118.1502075,28.90
12:05:24,34.1410294,-118.1502075,28.90
12:05:25,34.1410294,-118.1502075,28.90
12:05:26,34.1410294,-118.1502075,28.90
12:05:27,34.1410294,-118.1502151,28.90
12:05:28,34.1410294,-118.1502151,28.90
12:05:29,34.1410255,-118.1502151,28.90
12:05:30,34.1410294,-118.1502075,28.90
12:05:31,34.1410294,-118.1502075,28.90
12:05:32,34.1410294,-118.1502075,28.90
12:05:33,34.1410294,-118.1502075,28.90
12:05:34,34.1410294,-118.1502075,28.90
12:05:35,34.1410294,-118.1502075,28.80
12:05:52,34.1410294,-118.1502075,28.80
12:07:03,0.0000000,0.0000000,28.70
12:07:04,0.0000000,0.0000000,28.70
12:07:05,0.0000000,0.0000000,28.70
12:07:06,0.0000000,0.0000000,28.70
12:07:07,0.0000000,0.0000000,28.70
12:07:08,0.0000000,0.0000000,28.70
12:07:09,0.0000000,0.0000000,28.70
12:07:10,0.0000000,0.0000000,28.70
12:07:11,0.0000000,0.0000000,28.70
12:07:12,0.0000000,0.0000000,28.70
12:07:13,0.0000000,0.0000000,28.70
12:07:14,0.0000000,0.0000000,28.70
12:07:15,0.0000000,0.0000000,28.70
12:07:16,0.0000000,0.0000000,28.70
12:07:17,0.0000000,0.0000000,28.70
12:07:18,0.0000000,0.0000000,28.70
12:07:19,0.0000000,0.0000000,28.70
12:07:20,0.0000000,0.0000000,28.70
12:07:21,0.0000000,0.0000000,28.70
12:07:22,0.0000000,0.0000000,28.70
12:07:23,0.0000000,0.0000000,28.70
12:07:24,0.0000000,0.0000000,28.70
12:07:25,0.0000000,0.0000000,28.70
12:07:26,0.0000000,0.0000000,28.70
12:07:27,34.1409264,-118.1501083,28.70
12:07:28,34.1409264,-118.1501083,28.70
12:07:29,34.1409264,-118.1501083,28.70
12:07:30,34.1409264,-118.1501083,28.70
12:07:31,34.1409264,-118.1501083,28.70
12:07:32,34.1409264,-118.1501083,28.70
12:07:33,34.1409225,-118.1501160,28.70
12:07:34,34.1409264,-118.1501236,28.70
12:07:35,34.1409302,-118.1501236,28.70
12:07:36,34.1409302,-118.1501236,28.70
12:07:37,34.1409264,-118.1501236,28.70
12:07:38,34.1409225,-118.1501236,28.70
12:07:39,34.1409225,-118.1501236,28.70
12:07:40,34.1409225,-118.1501236,28.70
12:07:41,34.1409149,-118.1501236,28.70
12:07:42,34.1409149,-118.1501236,28.70
12:07:43,34.1409149,-118.1501236,28.70
12:07:44,34.1409111,-118.1501236,28.70
12:07:45,34.1409035,-118.1501312,28.70
12:07:46,34.1409035,-118.1501312,28.70
12:07:47,34.1409035,-118.1501312,28.70
12:07:48,34.1409035,-118.1501312,28.70
12:07:49,34.1408997,-118.1501312,28.70
12:07:50,34.1408997,-118.1501312,28.70
12:07:51,34.1408958,-118.1501312,28.70
12:07:52,34.1409035,-118.1501389,28.70
12:07:53,34.1409035,-118.1501389,28.70
12:07:54,34.1409111,-118.1501389,28.70
12:07:55,34.1409225,-118.1501465,28.70
12:07:56,34.1409378,-118.1501465,28.70
12:07:57,34.1409378,-118.1501465,28.70
12:07:58,34.1409607,-118.1501465,28.70
12:07:59,34.1409683,-118.1501465,28.70
12:08:00,34.1409760,-118.1501465,28.70
12:08:01,34.1409760,-118.1501465,28.70
12:08:02,34.1409874,-118.1501465,28.70
12:08:03,34.1409874,-118.1501465,28.70
12:08:04,34.1410027,-118.1501541,28.70
12:08:05,34.1410027,-118.1501541,28.70
12:08:06,34.1410027,-118.1501541,28.70
12:08:07,34.1410027,-118.1501541,28.70
12:08:08,34.1410217,-118.1501541,28.70
12:08:09,34.1410217,-118.1501541,28.70
12:08:10,34.1410217,-118.1501541,28.70
12:08:11,34.1410255,-118.1501617,28.60
12:08:12,34.1410255,-118.1501617,28.70
12:08:13,34.1410255,-118.1501617,28.60
12:08:14,34.1410294,-118.1501541,28.60
12:08:15,34.1410294,-118.1501541,28.60
12:08:32,34.1410255,-118.1501617,28.60
12:08:33,34.1410294,-118.1501617,28.60
12:08:34,34.1410294,-118.1501617,28.60
12:08:35,34.1410294,-118.1501617,28.60
12:08:36,34.1410294,-118.1501617,28.60
12:08:37,34.1410294,-118.1501617,28.60
12:08:38,34.1410294,-118.1501617,28.60
12:08:39,34.1410294,-118.1501617,28.60
12:08:40,34.1410294,-118.1501694,28.60
12:08:41,34.1410294,-118.1501694,28.60
12:08:58,34.1410294,-118.1501694,28.60
12:08:59,34.1410294,-118.1501694,28.60
12:10:16,34.1410332,-118.1501770,28.50
12:10:17,34.1410332,-118.1501770,28.50
12:10:18,34.1410332,-118.1501770,28.50
12:10:19,34.1410332,-118.1501770,28.50
12:10:20,34.1410332,-118.1501770,28.50
12:10:21,34.1410332,-118.1501770,28.50
12:10:22,34.1410332,-118.1501770,28.50
12:10:23,34.1410332,-118.1501770,28.50
